"행정구역","2024년11월_남_총인구수","2024년11월_남_연령구간인구수","2024년11월_남_0~9세","2024년11월_남_10~19세","2024년11월_남_20~29세","2024년11월_남_30~39세","2024년11월_남_40~49세","2024년11월_남_50~59세","2024년11월_남_60~69세","2024년11월_남_70~79세","2024년11월_남_80~89세","2024년11월_남_90~99세","2024년11월_남_100세 이상","2024년11월_여_총인구수","2024년11월_여_연령구간인구수","2024년11월_여_0~9세","2024년11월_여_10~19세","2024년11월_여_20~29세","2024년11월_여_30~39세","2024년11월_여_40~49세","2024년11월_여_50~59세","2024년11월_여_60~69세","2024년11월_여_70~79세","2024년11월_여_80~89세","2024년11월_여_90~99세","2024년11월_여_100세 이상"
"경상북도 상주시 (4725000000)","45,398","45,398","2,032","3,744","3,673","3,384","5,141","8,057","10,138","6,017","2,881","330","1","46,612","46,612","1,891","3,313","2,682","2,866","4,598","7,079","9,736","7,024","6,049","1,332","42"
"경상북도 문경시 (4728000000)","33,088","33,088","1,509","2,727","2,800","2,529","3,886","5,807","7,247","4,338","2,044","198","3","34,252","34,252","1,433","2,299","2,182","2,133","3,563","5,211","7,171","5,240","4,146","845","29"
"경상북도 경산시 (4729000000)","134,058","134,058","7,946","11,598","19,308","17,031","19,622","23,375","20,372","10,321","4,121","363","1","132,644","132,644","7,673","11,170","15,941","13,930","18,485","23,484","20,922","12,351","7,424","1,233","31"
"경상북도 의성군 (4773000000)","24,277","24,277","754","1,132","1,250","1,560","2,276","4,231","6,384","4,224","2,214","251","1","24,503","24,503","697","942","934","1,164","1,625","3,179","5,956","4,787","4,349","849","21"
"경상북도 청송군 (4775000000)","11,917","11,917","415","517","757","881","1,087","2,176","3,057","1,951","975","100","1","11,820","11,820","361","512","512","555","868","1,756","2,925","2,121","1,869","336","5"
"경상북도 영양군 (4776000000)","7,644","7,644","237","445","445","478","761","1,515","1,917","1,156","634","55","1","7,691","7,691","220","418","340","377","571","1,077","1,804","1,327","1,303","244","10"
"경상북도 영덕군 (4777000000)","15,911","15,911","546","937","1,017","1,035","1,607","3,071","3,765","2,464","1,330","137","2","17,332","17,332","541","866","728","864","1,462","2,423","3,786","3,151","2,963","535","13"
"경상북도 청도군 (4782000000)","20,202","20,202","570","1,023","1,148","1,206","2,057","3,546","5,426","3,505","1,537","184","0","20,415","20,415","543","1,005","836","974","1,660","3,025","4,935","3,778","2,956","684","19"
"경상북도 고령군 (4783000000)","15,546","15,546","501","936","1,117","1,057","1,736","3,129","3,806","2,185","970","106","3","14,579","14,579","472","796","788","854","1,384","2,364","3,328","2,327","1,894","363","9"
"경상북도 성주군 (4784000000)","21,672","21,672","713","1,084","1,363","1,685","2,331","4,108","5,756","3,219","1,272","139","2","19,799","19,799","700","1,005","903","1,244","1,630","3,190","4,862","3,358","2,374","525","8"
"경상북도 칠곡군 (4785000000)","56,496","56,496","3,046","5,570","5,591","6,000","9,968","11,446","9,057","4,024","1,589","201","4","51,103","51,103","2,913","5,050","3,732","4,888","8,573","9,734","7,785","4,415","3,352","638","23"
"경상북도 예천군 (4790000000)","26,947","26,947","1,895","2,414","1,949","2,564","3,556","4,163","5,110","3,286","1,796","209","5","27,704","27,704","1,930","2,232","1,505","2,417","3,425","3,469","4,912","3,642","3,420","740","12"
"경상북도 봉화군 (4792000000)","14,766","14,766","469","848","862","822","1,451","2,708","3,955","2,290","1,202","156","3","14,168","14,168","390","836","549","602","1,082","2,123","3,461","2,408","2,253","452","12"
"경상북도 울진군 (4793000000)","23,394","23,394","1,143","1,714","2,276","2,145","2,805","4,520","4,751","2,626","1,283","129","2","22,772","22,772","1,040","1,504","1,473","1,654","2,511","3,588","4,500","3,016","2,824","643","19"
"경상북도 울릉군 (4794000000)","5,142","5,142","154","226","491","519","734","1,132","1,100","549","216","21","0","4,002","4,002","138","219","258","293","432","745","911","595","331","80","0"
"경상남도  (4800000000)","1,627,652","1,627,652","100,922","162,809","173,330","184,189","252,604","298,950","269,819","132,089","48,400","4,476","64","1,602,419","1,602,419","95,216","151,436","133,796","161,735","238,994","285,885","269,327","150,932","96,065","18,656","377"
"경상남도 창원시 (4812000000)","506,420","506,420","31,989","49,575","59,583","64,594","80,001","89,807","80,990","37,255","11,697","920","9","494,273","494,273","30,478","46,110","45,520","55,562","75,669","91,090","83,780","41,510","20,794","3,698","62"
"경상남도 창원시 의창구 (4812100000)","106,598","106,598","6,784","9,845","12,928","13,795","16,247","19,193","18,089","7,491","2,068","158","0","103,131","103,131","6,614","9,150","9,868","11,893","15,261","20,175","17,695","7,787","3,952","721","15"
"경상남도 창원시 성산구 (4812300000)","124,781","124,781","7,917","12,456","17,172","18,882","18,371","22,954","19,517","5,968","1,426","117","1","119,876","119,876","7,739","11,491","12,975","15,884","18,619","25,529","18,588","5,805","2,649","586","11"
"경상남도 창원시 마산합포구 (4812500000)","88,548","88,548","5,531","7,657","9,149","10,187","13,956","14,608","15,158","8,888","3,142","266","6","89,830","89,830","5,196","7,222","7,223","9,119","12,533","14,222","17,003","10,611","5,671","1,015","15"
"경상남도 창원시 마산회원구 (4812700000)","89,245","89,245","4,837","8,646","9,536","9,877","13,658","16,321","15,225","8,270","2,714","160","1","89,781","89,781","4,571","7,953","7,708","8,656","13,016","16,232","16,889","9,717","4,393","636","10"
"경상남도 창원시 진해구 (4812900000)","97,248","97,248","6,920","10,971","10,798","11,853","17,769","16,731","13,001","6,638","2,347","219","1","91,655","91,655","6,358","10,294","7,746","10,010","16,240","14,932","13,605","7,590","4,129","740","11"
"경상남도 진주시 (4817000000)","167,475","167,475","11,295","17,543","21,819","20,705","24,117","28,797","24,827","12,988","4,936","439","9","171,577","171,577","10,625","16,070","17,947","18,395","24,843","29,206","27,008","15,850","9,710","1,885","38"
"경상남도 통영시 (4822000000)","59,573","59,573","2,895","6,304","5,125","4,886","9,744","11,559","10,972","5,997","1,946","144","1","59,039","59,039","2,875","6,006","3,816","4,569","8,845","10,257","11,408","6,732","3,863","656","12"
"경상남도 사천시 (4824000000)","55,058","55,058","3,055","5,220","5,715","5,828","8,362","10,310","9,020","5,215","2,123","209","1","53,522","53,522","2,833","4,885","3,599","4,514","7,721","9,046","9,288","6,347","4,415","859","15"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","269,045","269,045","19,086","30,238","31,601","33,371","44,636","52,178","38,161","14,601","4,781","389","3","262,842","262,842","17,834","28,804","25,389","30,162","44,364","51,884","36,103","17,144","9,530","1,593","35"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","49,812","49,812","2,055","3,729","4,103","4,233","6,094","8,836","11,362","6,607","2,566","223","4","50,896","50,896","1,996","3,401","2,937","3,480","5,395","8,363","11,491","7,582","5,273","961","17"
"경상남도 거제시 (4831000000)","122,124","122,124","8,752","14,793","11,146","12,824","24,386","24,392","16,660","6,960","2,020","185","6","110,839","110,839","8,167","13,739","8,258","11,651","21,129","20,106","15,895","7,131","3,922","822","19"
"경상남도 양산시 (4833000000)","179,741","179,741","13,931","18,643","18,142","23,174","31,434","31,384","26,311","12,097","4,259","358","8","179,342","179,342","13,084","17,904","15,561","21,526","30,029","31,575","26,845","14,124","7,455","1,208","31"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","12,525","12,525","432","706","836","790","1,260","2,360","3,318","1,845","877","98","3","12,567","12,567","357","582","529","672","1,032","1,848","2,784","2,075","2,178","498","12"
"경상남도 함안군 (4873000000)","30,213","30,213","1,298","2,773","2,451","2,218","4,002","5,921","6,562","3,455","1,381","150","2","28,713","28,713","1,172","2,608","1,575","1,873","3,628","4,775","5,658","3,759","3,026","634","5"
"경상남도 창녕군 (4874000000)","28,089","28,089","1,043","1,955","1,879","2,131","3,231","5,303","6,795","3,921","1,674","155","2","27,978","27,978","964","1,781","1,244","1,576","2,661","4,299","6,587","4,391","3,692","772","11"
"경상남도 고성군 (4882000000)","24,397","24,397","769","2,122","1,772","1,515","2,924","4,713","5,530","3,429","1,456","166","1","23,778","23,778","729","1,753","1,154","1,189","2,451","3,795","5,169","3,871","2,977","681","9"
"경상남도 남해군 (4884000000)","19,436","19,436","614","1,407","1,439","1,162","1,902","3,569","4,536","3,103","1,498","204","2","20,482","20,482","577","1,136","862","910","1,781","2,977","4,452","3,565","3,286","914","22"
"경상남도 하동군 (4885000000)","20,412","20,412","621","1,231","1,356","1,172","2,004","4,082","5,232","3,061","1,469","183","1","20,413","20,413","594","1,070","893","966","1,658","3,317","4,672","3,409","3,070","744","20"
"경상남도 산청군 (4886000000)","16,500","16,500","457","989","1,026","931","1,480","3,280","4,358","2,664","1,194","118","3","16,808","16,808","454","825","746","780","1,271","2,707","3,919","2,770","2,716","604","16"
"경상남도 함양군 (4887000000)","17,646","17,646","612","1,339","1,299","1,117","1,788","3,457","4,166","2,440","1,287","137","4","18,524","18,524","628","1,222","907","951","1,667","2,900","3,937","2,905","2,809","585","13"
"경상남도 거창군 (4888000000)","29,381","29,381","1,465","3,110","2,822","2,369","3,392","5,296","5,799","3,292","1,620","213","3","30,319","30,319","1,363","2,579","1,968","2,090","3,342","4,879","5,688","4,031","3,599","760","20"
"경상남도 합천군 (4889000000)","19,805","19,805","553","1,132","1,216","1,169","1,847","3,706","5,220","3,159","1,616","185","2","20,507","20,507","486","961","891","869","1,508","2,861","4,643","3,736","3,750","782","20"
"제주특별자치도  (5000000000)","335,483","335,483","24,568","36,252","37,578","39,459","53,321","61,846","48,455","22,954","9,956","1,078","16","335,149","335,149","23,392","33,975","32,750","38,135","52,070","57,704","48,299","26,747","17,496","4,357","224"
"제주특별자치도 제주시 (5011000000)","243,883","243,883","18,408","27,149","28,729","30,523","39,099","44,175","33,342","15,284","6,483","681","10","244,730","244,730","17,639","25,407","25,552","29,325","38,402","42,309","33,672","17,904","11,467","2,897","156"
"제주특별자치도 서귀포시 (5013000000)","91,600","91,600","6,160","9,103","8,849","8,936","14,222","17,671","15,113","7,670","3,473","397","6","90,419","90,419","5,753","8,568","7,198","8,810","13,668","15,395","14,627","8,843","6,029","1,460","68"
